cell_reporter_status,csl__normalized_depth,csl__x,csl__y,csl__z,donor__age,donor__disease_state,donor__id,donor__name,donor__race,donor__sex,donor__species,donor__years_of_seizure_history,ef__adaptation,ef__avg_firing_rate,ef__avg_isi,ef__f_i_curve_slope,ef__fast_trough_v_long_square,ef__peak_t_ramp,ef__ri,ef__tau,ef__threshold_i_long_square,ef__upstroke_downstroke_ratio_long_square,ef__vrest,ephys_inst_thresh_thumb_path,ephys_thumb_path,erwkf__id,line_name,m__biophys,m__biophys_all_active,m__biophys_perisomatic,m__glif,morph_thumb_path,nr__average_contraction,nr__average_parent_daughter_ratio,nr__max_euclidean_distance,nr__number_bifurcations,nr__number_stems,nr__reconstruction_type,nrwkf__id,si__height,si__path,si__width,specimen__hemisphere,Cell_id,specimen__name,structure__acronym,structure__id,structure__layer,structure__name,structure_parent__acronym,structure_parent__id,tag__apical,tag__dendrite_type
positive,0.721675069768769,9442.64188839566,1533.1390941108,3051.29478093834,,,478594004,Htr3a-Cre_NO152;Ai14(IVSCC)-195039,,,Mus musculus,,0.055229448362509,15.3375073263986,65.1996428571429,0.290424431927115,-47.21875,2.61134666666667,392.499923706055,29.7855539634907,30.0000019073486,1.56066485487134,-63.3182563781738,/api/v2/well_known_file_download/491382387,/api/v2/well_known_file_download/491382381,491201820,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,,,,right,479219923,Htr3a-Cre_NO152;Ai14-195039.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,7937.54525096976,1802.75706262253,2204.44585564106,,,579672504,Esr2-IRES2-Cre;Ai14-311708,,,Mus musculus,,0.164531736154898,4.34981187063659,229.895,0.0661764675046514,-42.28125,7.49476666666667,237.031280994415,26.4210963983347,230.0,3.91302807342274,-67.3483276367188,/api/v2/well_known_file_download/587883296,/api/v2/well_known_file_download/587883294,659441805,Esr2-IRES2-Cre,0,0,0,0,,,,,,,,,,,,right,581741836,Esr2-IRES2-Cre;Ai14-311708.06.02.01,VISal5,233,5,"""Anterolateral visual area, layer 5""",VISal,402,intact,spiny
positive,0.342207564609458,8611.89535538945,839.009128841649,3226.27314500837,,,520637928,Vip-IRES-Cre;Ai14(IVSCC)-248520,,,Mus musculus,,0.0161224236178224,36.9028448738594,27.0981818181818,0.436830357142857,-49.625,3.93876,258.593797683716,12.8784298338553,90.0,2.64218266553947,-75.1858596801758,/api/v2/well_known_file_download/524266481,/api/v2/well_known_file_download/524266470,567445700,Vip-IRES-Cre,0,0,0,2,,,,,,,,,,,,right,522418855,Vip-IRES-Cre;Ai14(IVSCC)-248520.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,,9236.69958653798,1648.94520546312,8591.3436988586,,,565087407,Chrna2-Cre_OE25;Ai14(IVSCC)-294466,,,Mus musculus,,0.0720733276299138,10.4294862435076,95.882,0.191304347826087,-47.5000038146973,2.02053333333333,197.656199336052,19.501371590237,70.0,3.0205568054213,-59.7773742675781,/api/v2/well_known_file_download/568097715,/api/v2/well_known_file_download/568097712,592968055,Chrna2-Cre_OE25,0,0,0,2,,,,,,,,,,,,left,566517779,Chrna2-Cre_OE25;Ai14(IVSCC)-294466.03.01.02,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.476678097981444,9139.73742487809,1194.75517660981,3102.20009567149,,,322489562,Scnn1a-Tg2-Cre;Ai14(IVSCC)-173240,,,Mus musculus,,0.0239902801889654,14.608875453718,68.4515384615384,0.175628625271099,-46.5,4.21386166666667,150.624990463257,22.8166202229077,59.9999961853027,3.50266862659223,-72.6047592163086,/api/v2/well_known_file_download/491376924,/api/v2/well_known_file_download/487625489,491201887,Scnn1a-Tg2-Cre,1,0,1,0,/api/v2/well_known_file_download/487660116,0.892109769913536,0.793115133722075,494.395036763841,32.0,9.0,dendrite-only,491770181.0,7573.0,/external/mousecelltypes/prod210/specimen_324521027/min_xy_324521027.aff,9446.0,right,324521027,Scnn1a-Tg2-Cre;Ai14-173240.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.476867640460989,9000.0,1338.40192336331,2701.60544576812,,,500829886,Scnn1a-Tg3-Cre;Ai14-226407,,,Mus musculus,,0.020606610721727,13.8442205703819,72.2323076923077,0.191949152542373,-49.9687538146973,4.42005333333333,152.499973773956,26.8179912502294,70.0,3.80743809071238,-75.5931091308594,/api/v2/well_known_file_download/512189208,/api/v2/well_known_file_download/512189206,515459761,Scnn1a-Tg3-Cre,0,0,0,2,,,,,,,,,7586.0,/external/mousecelltypes/prod623/specimen_500964382/min_xy_500964382.aff,5748.0,right,500964382,Scnn1a-Tg3-Cre;Ai14-226407.02.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.62999152627965,8931.48630753209,1016.50373495079,7544.44879056428,,,502077342,Ctgf-2A-dgCre;Ai14(IVSCC)-230665,,,Mus musculus,,0.00848211075351447,13.9511922903565,71.6784615384615,0.170570870383569,-48.4687538146973,7.31612,108.593635261059,17.5729806950958,140.0,3.12803712498202,-75.1248931884766,/api/v2/well_known_file_download/512191867,/api/v2/well_known_file_download/512191865,515376586,Ctgf-T2A-dgCre,0,0,0,2,/api/v2/well_known_file_download/527109564,0.90926266334749,0.906501169265263,650.700017952528,66.0,12.0,dendrite-only,527108050.0,7587.0,/external/mousecelltypes/prod668/specimen_502366405/min_xy_502366405.aff,5753.0,left,502366405,Ctgf-2A-dgCre;Ai14(IVSCC)-230665.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,8600.0,1135.85922606658,8298.47320535984,,,560752216,Htr3a-Cre_NO152;Ai14-286731,,,Mus musculus,,0.0252402250566012,22.3942670676307,44.6542857142857,0.416944444444444,-57.0000038146973,3.44803333333333,251.874983310699,16.2904193471617,70.0,2.01947692157167,-69.685661315918,/api/v2/well_known_file_download/561903591,/api/v2/well_known_file_download/561903589,659442304,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,,,,left,561552455,Htr3a-Cre_NO152;Ai14-286731.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,9551.27147523168,1525.72407432191,3778.61252397034,,,557265275,Ctgf-2A-dgCre;Ai14(IVSCC)-280861,,,Mus musculus,,0.00947361001172746,13.6820742024491,73.0883333333334,0.20177304964539,-46.2812538146973,2.68793333333333,205.156281590462,31.8405806810272,40.0,4.41473359034335,-65.995246887207,/api/v2/well_known_file_download/559104034,/api/v2/well_known_file_download/559104029,659441645,Ctgf-T2A-dgCre,0,0,0,5,,,,,,,,,,,,right,558583839,Ctgf-2A-dgCre;Ai14(IVSCC)-280861.04.02.01,RSPd6a,274,6a,"""Retrosplenial area, dorsal part, layer 6a""",RSPd,879,intact,spiny
positive,,9289.73014280556,1127.76322617158,7256.66336119407,,,589751921,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-321743,,,Mus musculus,,0.000845027340606513,98.4531687710604,10.1571134020619,1.26544815864245,-72.3750076293945,6.44678,207.031056284904,10.7072614412695,130.0,1.38370942497202,-74.7484817504883,/api/v2/well_known_file_download/606112060,/api/v2/well_known_file_download/606112058,659442402,Htr3a-Cre_NO152|Pvalb-T2A-Dre,0,0,0,2,,,,,,,,,,,,left,590876255,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-321743.03.01.01,RSPd6a,274,6a,"""Retrosplenial area, dorsal part, layer 6a""",RSPd,879,NA,aspiny
positive,,8214.27413042875,1086.7709665845,7607.05348449196,,,584627985,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232,,,Mus musculus,,,,,0.0367855412755484,-53.2187538146973,1.77425333333333,364.687532186508,46.9788813580367,30.0,2.5834785847281,-60.9197463989258,/api/v2/well_known_file_download/606111810,/api/v2/well_known_file_download/606111808,659446113,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,0,,,,,,,,,,,,left,587081792,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-314232.05.01.01,VISpm6a,257,6a,"""posteromedial visual area, layer 6a""",VISpm,533,NA,sparsely spiny
negative,0.382524424848605,8869.85442667183,745.888479774701,3993.04195021264,,,481097250,Nr5a1-Cre;Ai14-199362,,,Mus musculus,,0.0509470105825651,38.3715129887571,26.061,0.0654017857142857,-57.6250038146973,4.13300833333333,274.374961853027,15.4946853253339,50.0,2.18282762323846,-68.3461227416992,/api/v2/well_known_file_download/491384159,/api/v2/well_known_file_download/484630199,500919157,Nr5a1-Cre,0,0,0,0,,,,,,,,,9435.0,/external/mousecelltypes/prod466/specimen_482726749/min_xy_482726749.aff,7594.0,right,482726749,Nr5a1-Cre;Ai14-199362.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,,8710.0,1101.23424290107,9142.75476444011,,,562296603,Ndnf-IRES2-dgCre;Ai14-290382,,,Mus musculus,,-0.00647405918943887,23.2155670929889,43.0745454545455,0.384072327008198,-50.0312538146973,3.29955,263.392895460129,10.7029033253001,70.0,3.07353025851875,-62.2688827514648,/api/v2/well_known_file_download/564097227,/api/v2/well_known_file_download/564097225,659442757,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,left,562630201,Ndnf-IRES2-dgCre;Ai14-290382.05.01.01,VISp1,593,1,"""Primary visual area, layer 1""",VISp,385,NA,aspiny
positive,0.476153861824126,8067.92163089284,1015.05220472819,8264.59557340077,,,478595242,Rbp4-Cre_KL100;Ai14-196623,,,Mus musculus,,0.064123986178189,8.25442496138107,121.147142857143,0.123454160361014,-38.1875,4.402915,162.49991953373,18.3740570865658,150.0,3.30243964605638,-71.9448699951172,/api/v2/well_known_file_download/491766270,/api/v2/well_known_file_download/483098668,496196601,Rbp4-Cre_KL100,0,0,0,0,/api/v2/well_known_file_download/508279182,0.879693231558479,0.86642849871936,475.321184548827,38.0,6.0,dendrite-only,511962667.0,7566.0,/external/mousecelltypes/prod457/specimen_483092310/min_xy_483092310.aff,9438.0,left,483092310,Rbp4-Cre_KL100;Ai14-196623.06.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,,9714.61609797509,1510.5951275978,8316.53518921092,,,562296688,Sim1-Cre_KJ18;Ai14-290198,,,Mus musculus,,0.015336939912873,11.5590900684298,86.512,0.207532397408207,-41.40625,3.56847,128.515630960464,14.8685687379896,90.0,3.22588602314736,-65.8970413208008,/api/v2/well_known_file_download/565112278,/api/v2/well_known_file_download/565112276,659448635,Sim1-Cre_KJ18,0,0,0,2,,,,,,,,,,,,left,563220277,Sim1-Cre_KJ18;Ai14-290198.04.01.02,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.468929025920073,8200.0,915.799002988142,7996.30696927368,,,569392652,Pvalb-IRES-Cre;Ai14-299135,,,Mus musculus,,0.00579403761441,110.963160230803,9.012,1.028125,-60.625,10.95245,94.9999988079071,6.44237645270025,310.0,1.26786733896956,-62.790828704834,/api/v2/well_known_file_download/570476188,/api/v2/well_known_file_download/570476181,659447047,Pvalb-IRES-Cre,0,0,0,0,/api/v2/well_known_file_download/662055046,0.849349704085651,1.0,188.121805039129,15.0,5.0,full,650040990.0,5732.0,/external/mousecelltypes/prod959/specimen_569723367/min_xy_569723367.aff,5746.0,left,569723367,Pvalb-IRES-Cre;Ai14-299135.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.25856935846156,9101.21249464524,570.750265373756,3952.52977224913,,,502077354,Cux2-CreERT2;Ai14-230637,,,Mus musculus,,0.0148977870873844,11.1086425238836,90.02,0.16315789750459,-47.7187538146973,7.26474,76.8750756978989,13.2395486379497,150.0,3.70304789684336,-83.5178680419922,/api/v2/well_known_file_download/512482287,/api/v2/well_known_file_download/512482285,515359222,Cux2-CreERT2,0,0,0,0,/api/v2/well_known_file_download/519278588,0.866290082381681,0.823382109933668,298.678427588468,35.0,9.0,full,661929019.0,7577.0,/external/mousecelltypes/prod668/specimen_502359001/min_xy_502359001.aff,7584.0,left,502359001,Cux2-CreERT2;Ai14-230637.05.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.4785901926972,8748.50553384182,1280.52468655698,2797.69073460136,,,514080967,Nr5a1-Cre;Ai14-241874,,,Mus musculus,,0.0224810319965124,14.6581509789551,68.2214285714286,0.19520295202952,-50.0312538146973,5.27977333333333,170.156210660934,46.9231823509704,50.0,3.83463193240906,-72.9973297119141,/api/v2/well_known_file_download/515768716,/api/v2/well_known_file_download/515768713,562316329,Nr5a1-Cre,0,0,0,2,,,,,,,,,,,,right,514544971,Nr5a1-Cre;Ai14-241874.05.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.554260376558788,8883.43364805554,1649.78272673966,9018.46698358518,,,319194402,Rorb-IRES2-Cre-D;Ai14(IVSCC)-171056,,,Mus musculus,,0.307736653983629,11.5300357431108,86.73,0.117904755263878,-38.6875,3.5997075,151.093780994415,15.0420671303764,249.999984741211,3.39868072602068,-69.4515762329102,/api/v2/well_known_file_download/491376479,/api/v2/well_known_file_download/487618749,491201608,Rorb-IRES2-Cre,1,1,0,0,/api/v2/well_known_file_download/487660659,0.885827338219581,0.912632231904956,160.408817712743,24.0,8.0,dendrite-only,491119973.0,9431.0,/external/mousecelltypes/prod170/specimen_320654829/min_xy_320654829.aff,9440.0,left,320654829,Rorb-IRES2-Cre-D;Ai14-171056.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,truncated,spiny
positive,0.496782162940664,8777.78221219126,1318.68141192528,2702.45037956051,,,503871556,Rorb-IRES2-Cre-D;Ai14-234243,,,Mus musculus,,,,,0.182860778987896,-48.5,4.80816666666667,127.142742276192,18.2617506983772,130.0,3.98732449618386,-78.2927932739258,/api/v2/well_known_file_download/514808640,/api/v2/well_known_file_download/514808638,515522073,Rorb-IRES2-Cre,0,0,0,2,,,,,,,,,,,,right,504647603,Rorb-IRES2-Cre-D;Ai14-234243.06.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.102303734597342,9259.62740902962,635.640611254883,7661.72689274173,,,526928924,Ndnf-IRES2-dgCre;Ai14-256187,,,Mus musculus,,-0.00219062467636659,14.3163922691482,69.85,0.229166676588732,-50.6250038146973,6.09447333333333,139.843821525574,9.20549920718732,130.0,3.50895381998499,-72.2621536254883,/api/v2/well_known_file_download/529881536,/api/v2/well_known_file_download/529881534,659442743,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,left,527874431,Ndnf-IRES2-dgCre;Ai14-256187.03.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.583368140224371,8066.6,866.335,3759.95,,,324234456,Scnn1a-Tg2-Cre;Ai14(IVSCC)-174360,,,Mus musculus,,0.104571190413486,7.56680066209506,132.15625,0.0993485342019544,-47.0,4.08036666666667,122.343711555004,23.3354527249806,110.0,3.45435579080426,-71.655029296875,/api/v2/well_known_file_download/491382186,/api/v2/well_known_file_download/487626202,496894925,Scnn1a-Tg2-Cre,0,0,0,2,,,,,,,,,7590.0,/external/mousecelltypes/prod217/specimen_325480372/min_xy_325480372.aff,7580.0,left,325480372,Scnn1a-Tg2-Cre;Ai14-174360.06.01.01,VISpm5,565,5,"""posteromedial visual area, layer 5""",VISpm,533,intact,spiny
positive,,8570.0,655.667263277785,3550.33223434994,,,563340201,Htr3a-Cre_NO152;Ai14-292832,,,Mus musculus,,0.00317416454813315,10.9141709595739,91.624,0.121913580246914,-56.0312538146973,5.09586666666667,149.687498807907,13.1592218388691,70.0,4.49609151049325,-64.634162902832,/api/v2/well_known_file_download/566722691,/api/v2/well_known_file_download/566722689,659442417,Htr3a-Cre_NO152,0,0,0,2,,,,,,,,,,,,right,564438523,Htr3a-Cre_NO152;Ai14-292832.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.441956750287582,9502.23134495167,1592.43011057697,8768.72995782156,,,497082778,Rorb-IRES2-Cre-D;Ai14-226103,,,Mus musculus,,0.0179674667310913,17.0394036208733,58.6875,0.257843149096693,-50.40625,3.21376666666667,162.656202912331,17.9668493700475,130.0,4.1465962198828,-75.2355270385742,/api/v2/well_known_file_download/511624250,/api/v2/well_known_file_download/511624248,515521895,Rorb-IRES2-Cre,0,0,0,2,,,,,,,,,,,,left,500859045,Rorb-IRES2-Cre-D;Ai14-226103.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.411894760233379,9441.0,1297.73530144305,2996.69530187274,,,339692232,Nr5a1-Cre;Ai14(IVSCC)-177330,,,Mus musculus,,0.294697119602964,6.7585377227783,147.961,0.112648815388987,-50.0312538146973,4.20333333333333,197.812452912331,29.135736641739,110.0,3.29324118121755,-75.0118560791016,/api/v2/well_known_file_download/491382856,/api/v2/well_known_file_download/487614453,491198805,Nr5a1-Cre,0,0,0,2,,,,,,,,,5754.0,/external/mousecelltypes/prod273/specimen_367567889/min_xy_367567889.aff,5735.0,right,367567889,Nr5a1-Cre;Ai14-177330.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
negative,0.602377718610363,8484.28452993131,1018.82380442194,3454.08503673929,,,485955768,Rbp4-Cre_KL100;Ai14-205727,,,Mus musculus,,0.0273018032267714,10.1092359102524,98.9194444444445,0.168939386460624,-43.5000038146973,5.15021,113.281324505806,13.4291785026162,209.999984741211,3.94154930536264,-69.3053436279297,/api/v2/well_known_file_download/491378057,/api/v2/well_known_file_download/486125045,500919192,Rbp4-Cre_KL100,1,0,1,5,/api/v2/well_known_file_download/501086517,0.901911147546668,0.820847194289554,652.889561376241,51.0,9.0,dendrite-only,500961609.0,9407.0,/external/mousecelltypes/prod535/specimen_486111903/min_xy_486111903.aff,7619.0,right,486111903,Rbp4-Cre_KL100;Ai14-205727.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,8250.80321939769,483.554062922132,7515.41294398924,,,579671669,Nkx2-1-CreERT2;Ai14 (IVSCC)-311666,,,Mus musculus,,-0.0016524806905993,23.4668335419274,42.6133333333333,0.239977490096768,-45.4062538146973,5.9928,142.499998211861,6.71802649633293,130.0,2.6167748087126,-59.7569160461426,/api/v2/well_known_file_download/587867722,/api/v2/well_known_file_download/587867719,592971463,Nkx2-1-CreERT2,0,0,0,2,,,,,,,,,,,,left,581058864,Nkx2-1-CreERT2;Ai14 (IVSCC)-311666.05.01.01,VISpm2/3,41,2/3,"""posteromedial visual area, layer 2/3""",VISpm,533,NA,aspiny
positive,0.64717111604142,8413.0,1346.20917629584,2816.51000601939,,,546349651,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574,,,Mus musculus,,,33.1564986737401,30.16,0.0181139122315593,-55.84375,3.11292,295.93750834465,47.9499125483411,90.0,2.05556390710308,-65.2954254150391,/api/v2/well_known_file_download/550196642,/api/v2/well_known_file_download/550196640,652762126,Nos1-CreERT2|Sst-IRES-FlpO,0,0,0,2,,,,,,,,,,,,right,547336671,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-271574.03.02.02,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,sparsely spiny
positive,,8800.0,1073.56152289669,3274.08509153977,,,578230819,Pvalb-IRES-Cre;Ai14-310799,,,Mus musculus,,0.045016537697303,105.708245243129,9.46000000000002,1.29205970604262,-65.0,7.74470666666667,137.343853712082,7.16970976294175,160.0,1.10434335126914,-70.1143035888672,/api/v2/well_known_file_download/587867263,/api/v2/well_known_file_download/587867261,659447253,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,,,,left,579671105,Pvalb-IRES-Cre;Ai14-310799.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.413534782880285,9400.0,1218.2017201988,3043.98997123384,,,490257625,Pvalb-IRES-Cre;Ai14-214784,,,Mus musculus,,0.0021412208916593,92.0866221412666,10.8593406593407,1.22173116498116,-65.8125076293945,19.1110766666667,56.7187517881393,4.87848919417364,440.0,1.12050759906001,-83.2276611328125,/api/v2/well_known_file_download/491765296,/api/v2/well_known_file_download/491090559,496602783,Pvalb-IRES-Cre,0,0,0,5,,,,,,,,,,,,right,491038812,Pvalb-IRES-Cre;Ai14-214784.03.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.374218443692324,8240.37168873997,1159.90616009403,2658.13474694831,,,574668416,Chat-IRES-Cre-neo;Ai14-307622,,,Mus musculus,,,,,0.00770548008199166,-49.3437538146973,7.25352,167.343825101852,13.0020286468369,130.0,3.36344911830936,-68.0115432739258,/api/v2/well_known_file_download/587853518,/api/v2/well_known_file_download/587853515,592970064,Chat-IRES-Cre-neo,0,0,0,2,/api/v2/well_known_file_download/610888591,0.869331383240249,0.969310164701106,356.233844263484,27.0,3.0,full,610885679.0,7580.0,/external/mousecelltypes/prod1017/specimen_575774870/min_xy_575774870.aff,7584.0,right,575774870,Chat-IRES-Cre-neo;Ai14-307622.05.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.573176919690467,8425.0,1141.35637311811,8379.32247642199,,,325632963,Sst-IRES-Cre;Ai14(IVSCC)-177354,,,Mus musculus,,0.163518757909875,25.1435276369274,39.7716666666667,0.0659974369927381,-55.5,6.87723,143.749997019768,17.6747848717279,90.0,1.39652505926224,-70.9986572265625,/api/v2/well_known_file_download/491382606,/api/v2/well_known_file_download/487634510,491199287,Sst-IRES-Cre,0,0,0,2,,,,,,,,,9446.0,/external/mousecelltypes/prod245/specimen_329241587/min_xy_329241587.aff,9442.0,left,329241587,Sst-IRES-Cre;Ai14-177354.05.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
negative,0.773883027950081,9010.00000000001,1187.08389317423,3722.67962046583,,,487607548,Ntsr1-Cre;Ai14-212354,,,Mus musculus,,0.0255498425354842,38.125738686187,26.229,0.522727224757843,-60.6875038146973,8.00074666666667,159.84371304512,16.1749317494665,190.0,1.51856031366204,-72.723518371582,/api/v2/well_known_file_download/491378244,/api/v2/well_known_file_download/488675792,496277112,Ntsr1-Cre_GN220,1,0,1,2,/api/v2/well_known_file_download/496357019,0.924947710015014,0.732002811668955,240.065985506381,15.0,4.0,dendrite-only,496164015.0,7588.0,/external/mousecelltypes/prod544/specimen_488674910/min_xy_488674910.aff,5749.0,right,488674910,Ntsr1-Cre;Ai14-212354.03.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,,8631.59053204787,1246.40500647901,2224.67987850033,,,584628009,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315069,,,Mus musculus,,0.00863739547053044,46.9646539930165,21.2926086956522,1.35273640367101,-59.4062538146973,6.18132666666667,199.687615036964,9.22453615454271,80.0,1.22934306987998,-67.5269393920898,/api/v2/well_known_file_download/606111433,/api/v2/well_known_file_download/606111431,659450549,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,0,0,0,2,,,,,,,,,,,,right,585948651,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-315069.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
